,index,scheids1_041623a4c1f3b09fbc8337c64d982faf,scheids1_06bd1f981bcec6deb2475c2ee558ba5b,scheids1_3b8aff4f422864b873a9c726968110eb,scheids1_47d4f1b75fb1cb6b3683ae567090ddad,scheids1_685ffe06078db81b98e0fdaa36460cfb,scheids1_7ac8130b52c6f6ce2b283cf7c0bba49d,scheids1_89ac3fb01c9c9868ac919d1224294434,scheids1_ae4f6115602559222b53072ce0b1d67b,scheids1_b4ae17d4c50a84cabab80a6f19112e2d,scheids1_ba230ce4963134590e4bd05185e36281,scheids1_d682262b8646c2956a08428b3aa3c571,scheids1_eef748f0c9865eda6878af2e450f0315,scheids1_f168b49418df8cdc224f3921a00f886d,scheids2_041b0d41cac9e4bae468c10a0d0c3e18,scheids2_0d34d370cc4421dd1f137d38da9543d3,scheids2_1f4c8e76d4595df3dbf8795ab48d109b,scheids2_36bb5f011f03d9896062c758fbe59a4a,scheids2_47d4f1b75fb1cb6b3683ae567090ddad,scheids2_4f872822235cd482aa202edcd5c94ab2,scheids2_8ebc2a80369a88144caefe214a73aed0,scheids2_a86fc0259b7a07b0548b11403f2d6c65,scheids2_b2e67eadaab94f59f9e1ce954ef5369e,scheids2_ba230ce4963134590e4bd05185e36281,scheids2_d1c255455b1a263ddbe344e18f837843,scheids2_dca6e54944a7496fda1e21542d61cfcc,scheids2_ff743efb856e8dbeb30da69083cdb7b4
0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
